idx,id,subset,style,text,samplerate,durationSeconds,recording_year_month,microphone,language,comment,audio_wav_path,text_norm,phonemes_ipa,audio_path_fixed,has_loanword,file_exists,expected_phonemes,recognized_phonemes,expected_str,recognized_str,processing_error
15926,4aeeae88-0777-2c8c-5c93-2e844a462e49---d958734ce82fe96d3d9efc49f270edb8,TV-2021.02-Neutral,neutral,Auch bei feuchtem Wetter nicht.,16000,1.8896484375,2020-02,good_rodePodcaster,german,,/Volumes/SSanDisk/SpeechRec-German/data_wav/TV-2021.02-Neutral/4aeeae88-0777-2c8c-5c93-2e844a462e49---d958734ce82fe96d3d9efc49f270edb8.wav,Auch bei feuchtem Wetter nicht.,,/Volumes/SSanDisk/audio_data/data_wav/TV-2021.02-Neutral/4aeeae88-0777-2c8c-5c93-2e844a462e49---d958734ce82fe96d3d9efc49f270edb8.wav,False,True,"['aʊ', 'x', 'b', 'aɪ', 'f', 'ɔ', 'ø', 'ç', 't', 'ə', 'm', 'v', 'k', 'ɛ', 't', 'ɐ', 'n', 'ɪ', 'ç', 't']","['aʊ', 'x', 'b', 'aɪ', 'f', 'aʊ', 'ç', 't', 'ə', 'm', 'v', 'ɛ', 't', 'ɜ', 'n', 'ɪ', 'ç', 't']",aʊ x b aɪ f ɔ ø ç t ə m v k ɛ t ɐ n ɪ ç t,aʊ x b aɪ f aʊ ç t ə m v ɛ t ɜ n ɪ ç t,
5895,4aeeae88-0777-2c8c-5c93-2e844a462e49---da312464190d3307277258502863bdab,TV-2021.02-Neutral,neutral,"Wir werden in der Tendenz im Durchschnittsalter älter, das ist richtig, wir werden auch weniger werden, und wir werden auch mehr Menschen mit Mirgrationshintergrund haben.",16000,10.640625,2020-05,good_rodePodcaster,german,,/Volumes/SSanDisk/SpeechRec-German/data_wav/TV-2021.02-Neutral/4aeeae88-0777-2c8c-5c93-2e844a462e49---da312464190d3307277258502863bdab.wav,"Wir werden in der Tendenz im Durchschnittsalter älter, das ist richtig, wir werden auch weniger werden, und wir werden auch mehr Menschen mit Mirgrationshintergrund haben.",,/Volumes/SSanDisk/audio_data/data_wav/TV-2021.02-Neutral/4aeeae88-0777-2c8c-5c93-2e844a462e49---da312464190d3307277258502863bdab.wav,False,True,"['v', 'iː', 'ɐ', 'v', 'eː', 'ɐ', 'd', 'n̩', 'ɪ', 'n', 'd', 'eː', 'ɐ', 't', 'ɛ', 'n', 'd', 'e', 'n', 't', 's', 'ɪ', 'm', 'd', 'ʊ', 'ɾ', 't', 's', 's', 't', 's', 'n', 'ɪ', 't', 't', 'z', 'a', 'l', 't', 'ɐ', 'ɛ', 'l', 't', 'ɐ', 'd', 'a', 's', 'ɪ', 's', 't', 'ʀ', 'ɪ', 'ç', 't', 'ɪ', 'ç', 'v', 'iː', 'ɐ', 'v', 'eː', 'ɐ', 'd', 'n̩', 'aʊ', 'x', 'v', 'ə', 'n', 'ɪ', 'ɡ', 'ɐ', 'v', 'eː', 'ɐ', 'd', 'n̩', 'ʊ', 'n', 't', 'v', 'iː', 'ɐ', 'v', 'eː', 'ɐ', 'd', 'n̩', 'aʊ', 'x', 'm', 'eː', 'ɐ', 'm', 'ɛ', 'n', 'z', 'ç', 'ə', 'n', 'm', 'ɪ', 't', 'm', 'ɪ', 'ɾ', 'ɡ', 'ɾ', 'a', 't', 's', 'j', 'oː', 'n', 's', 'h', 'ɪ', 'n', 't', 'ɜ', 'ɡ', 'ɾ', 'ʊ', 'n', 't', 'h', 'aː', 'b', 'ə', 'n']","['v', 'iː', 'ɾ', 'v', 'ɛ', 'ɾ', 'd', 'ə', 'n', 'ɪ', 'n', 'd', 'ɛ', 'ɾ', 't', 'ɛ', 'n', 'd', 'ɛ', 'n', 'ts', 'ɪ', 'm', 'd', 'uː', 'ɾ', 'ʃ', 'n', 'ɪ', 'ts', 'a', 'l', 't', 'ɜ', 'ɛ', 'l', 't', 'ɜ', 'd', 'a', 's', 'ɪ', 's', 't', 'ɾ', 'ɪ', 'ç', 't', 'ɪ', 'k', 'v', 'iː', 'ɾ', 'v', 'ɛ', 'ɾ', 'd', 'ə', 'n', 'aʊ', 'x', 'v', 'eː', 'n', 'ɪ', 'ɡ', 'ɜ', 'v', 'ɛ', 'ɾ', 'd', 'ə', 'n', 'ʊ', 'n', 't', 'v', 'iː', 'ɾ', 'v', 'ɛ', 'ɾ', 'd', 'ə', 'n', 'aʊ', 'x', 'm', 'eː', 'ɾ', 'm', 'ɛ', 'n', 'ʃ', 'ə', 'n', 'm', 'ɪ', 't', 'm', 'ɪ', 'ɾ', 'ɡ', 'ɾ', 'a', 'ts', 'j', 'oː', 'n', 's', 'h', 'ɪ', 'n', 't', 'ɜ', 'ɡ', 'ɾ', 'ʊ', 'n', 't', 'h', 'ɑː', 'b', 'ə', 'n']",v iː ɐ v eː ɐ d n̩ ɪ n d eː ɐ t ɛ n d e n t s ɪ m d ʊ ɾ t s s t s n ɪ t t z a l t ɐ ɛ l t ɐ d a s ɪ s t ʀ ɪ ç t ɪ ç v iː ɐ v eː ɐ d n̩ aʊ x v ə n ɪ ɡ ɐ v eː ɐ d n̩ ʊ n t v iː ɐ v eː ɐ d n̩ aʊ x m eː ɐ m ɛ n z ç ə n m ɪ t m ɪ ɾ ɡ ɾ a t s j oː n s h ɪ n t ɜ ɡ ɾ ʊ n t h aː b ə n,v iː ɾ v ɛ ɾ d ə n ɪ n d ɛ ɾ t ɛ n d ɛ n ts ɪ m d uː ɾ ʃ n ɪ ts a l t ɜ ɛ l t ɜ d a s ɪ s t ɾ ɪ ç t ɪ k v iː ɾ v ɛ ɾ d ə n aʊ x v eː n ɪ ɡ ɜ v ɛ ɾ d ə n ʊ n t v iː ɾ v ɛ ɾ d ə n aʊ x m eː ɾ m ɛ n ʃ ə n m ɪ t m ɪ ɾ ɡ ɾ a ts j oː n s h ɪ n t ɜ ɡ ɾ ʊ n t h ɑː b ə n,
18553,4aeeae88-0777-2c8c-5c93-2e844a462e49---8e69dd8bc0468b0530666049c7c53c2c,TV-2021.02-Neutral,neutral,Die Milchstraße hat eine Spiralform.,16000,3.23046875,2019-10,bad_usbHeadset,german,,/Volumes/SSanDisk/SpeechRec-German/data_wav/TV-2021.02-Neutral/4aeeae88-0777-2c8c-5c93-2e844a462e49---8e69dd8bc0468b0530666049c7c53c2c.wav,Die Milchstraße hat eine Spiralform.,,/Volumes/SSanDisk/audio_data/data_wav/TV-2021.02-Neutral/4aeeae88-0777-2c8c-5c93-2e844a462e49---8e69dd8bc0468b0530666049c7c53c2c.wav,False,True,"['d', 'iː', 'm', 'ɪ', 'l', 'k', 's', 't', 'ɾ', 'ɑː', 's', 'ə', 'h', 'a', 't', 'aɪ', 'n', 'ə', 'ʃ', 'p', 'ɪ', 'ʁ', 'aː', 'l', 'f', 'ɔ', 'ʁ', 'm']","['d', 'iː', 'm', 'ɪ', 'l', 'ç', 'ʃ', 't', 'ɾ', 'ɑː', 's', 'ə', 'h', 'a', 't', 'aɪ', 'n', 'ə', 'ʃ', 'p', 'iː', 'r', 'ɑː', 'l', 'f', 'ɔ', 'ɾ', 'm']",d iː m ɪ l k s t ɾ ɑː s ə h a t aɪ n ə ʃ p ɪ ʁ aː l f ɔ ʁ m,d iː m ɪ l ç ʃ t ɾ ɑː s ə h a t aɪ n ə ʃ p iː r ɑː l f ɔ ɾ m,
13298,4aeeae88-0777-2c8c-5c93-2e844a462e49---ff0d68d96da4b13f06518ed6d851dfb9,TV-2021.02-Neutral,neutral,"Eine Methodik und so weiter und so weiter, et cetera, et cetera.",16000,5.33984375,2019-11,bad_usbHeadset,german,,/Volumes/SSanDisk/SpeechRec-German/data_wav/TV-2021.02-Neutral/4aeeae88-0777-2c8c-5c93-2e844a462e49---ff0d68d96da4b13f06518ed6d851dfb9.wav,"Eine Methodik und so weiter und so weiter, et cetera, et cetera.",,/Volumes/SSanDisk/audio_data/data_wav/TV-2021.02-Neutral/4aeeae88-0777-2c8c-5c93-2e844a462e49---ff0d68d96da4b13f06518ed6d851dfb9.wav,False,True,"['aɪ', 'n', 'ə', 'm', 'ɛ', 't', 'o', 'd', 'i', 'k', 'ʊ', 'n', 't', 'z', 'oː', 'v', 'ə', 'iː', 't', 'ɐ', 'ʊ', 'n', 't', 'z', 'oː', 'v', 'ə', 'iː', 't', 'ɐ', 'eː', 't', 't', 's', 'eː', 't', 'e', 'ɾ', 'ɑ', 'eː', 't', 't', 's', 'eː', 't', 'e', 'ɾ', 'ɑ']","['aɪ', 'n', 'ə', 'm', 'e', 't', 'oː', 'd', 'ɪ', 'k', 'ʊ', 'n', 't', 'z', 'oː', 'v', 'aɪ', 't', 'ɜ', 'ʊ', 'n', 't', 'z', 'oː', 'v', 'aɪ', 't', 'ə', 'b', 'eː', 's', 'ɛ', 't', 'ɛ', 'r', 'a', 'ɪ', 's', 'ɛ', 't', 'ɛ', 'r', 'a']",aɪ n ə m ɛ t o d i k ʊ n t z oː v ə iː t ɐ ʊ n t z oː v ə iː t ɐ eː t t s eː t e ɾ ɑ eː t t s eː t e ɾ ɑ,aɪ n ə m e t oː d ɪ k ʊ n t z oː v aɪ t ɜ ʊ n t z oː v aɪ t ə b eː s ɛ t ɛ r a ɪ s ɛ t ɛ r a,
1946,4aeeae88-0777-2c8c-5c93-2e844a462e49---b5aed6647f649010e496e00e7f0ed383,TV-2021.02-Neutral,neutral,"Wir wollen die Zeit nutzen, um anschließend den Menschen deutlich zu machen: Wir haben alles daran gesetzt, um der Globalisierung ein menschlicheres Gesicht zu geben.",16000,9.8828125,2020-06,good_rodePodcaster,german,,/Volumes/SSanDisk/SpeechRec-German/data_wav/TV-2021.02-Neutral/4aeeae88-0777-2c8c-5c93-2e844a462e49---b5aed6647f649010e496e00e7f0ed383.wav,"Wir wollen die Zeit nutzen, um anschließend den Menschen deutlich zu machen: Wir haben alles daran gesetzt, um der Globalisierung ein menschlicheres Gesicht zu geben.",,/Volumes/SSanDisk/audio_data/data_wav/TV-2021.02-Neutral/4aeeae88-0777-2c8c-5c93-2e844a462e49---b5aed6647f649010e496e00e7f0ed383.wav,False,True,"['v', 'iː', 'ɐ', 'v', 'ɔ', 'l', 'ə', 'n', 'd', 'iː', 't', 's', 'a', 'e', 't', 'n', 'ʊ', 't', 's', 'ə', 'n', 'ʊ', 'm', 'a', 'n', 'ʃ', 'l', 'iː', 's', 'ə', 'n', 't', 'd', 'eː', 'n', 'm', 'ɛ', 'n', 'z', 'ç', 'ə', 'n', 'd', 'ɔ', 'ø', 't', 'l', 'ɪ', 'ç', 't', 's', 'uː', 'm', 'a', 'x', 'ə', 'n', 'v', 'iː', 'ɐ', 'h', 'aː', 'b', 'ə', 'n', 'a', 'l', 'ə', 's', 'd', 'a', 'ʁ', 'a', 'n', 'ɡ', 'ə', 'z', 'ɛ', 't', 's', 't', 'ʊ', 'm', 'd', 'eː', 'ɐ', 'ɡ', 'l', 'o', 'b', 'ɑ', 'l', 'i', 'z', 'iː', 'ɐ', 'ʊ', 'ŋ', 'ɛ', 'ɪ', 'n', 'm', 'ɛ', 'n', 's', 'ç', 'l', 'ɪ', 'ç', 'ɐ', 'ə', 's', 'ɡ', 'ə', 'z', 'ɪ', 'ç', 't', 't', 's', 'uː', 'ɡ', 'eː', 'b', 'ə', 'n']","['v', 'iː', 'ɾ', 'v', 'ɔ', 'l', 'ə', 'n', 'd', 'iː', 'ts', 'aɪ', 't', 'n', 'ʊ', 'ts', 'ə', 'n', 'n', 'ʊ', 'm', 'a', 'n', 'ʃ', 'l', 'iː', 's', 'ə', 'n', 't', 'd', 'eː', 'n', 'm', 'ɛ', 'n', 'ʃ', 'ə', 'n', 'd', 'aʊ', 't', 'l', 'ɪ', 'ç', 'ts', 'ʊ', 'm', 'a', 'x', 'ə', 'n', 'v', 'iː', 'ɾ', 'h', 'h', 'ɑː', 'b', 'ə', 'n', 'a', 'l', 'ə', 's', 'd', 'a', 'r', 'a', 'n', 'ɡ', 'ə', 'z', 'ɛ', 'ts', 't', 'ʊ', 'm', 'd', 'ɛ', 'ɾ', 'ɡ', 'l', 'oː', 'b', 'a', 'l', 'iː', 'z', 'iː', 'ʊ', 'ŋ', 'k', 'aɪ', 'n', 'm', 'ɛ', 'n', 'ʃ', 'l', 'ɪ', 'ç', 'ə', 'r', 'ə', 's', 'ɡ', 'ə', 'z', 'ɪ', 'ç', 't', 'ts', 'uː', 'ɡ', 'eː', 'b', 'ə', 'n']",v iː ɐ v ɔ l ə n d iː t s a e t n ʊ t s ə n ʊ m a n ʃ l iː s ə n t d eː n m ɛ n z ç ə n d ɔ ø t l ɪ ç t s uː m a x ə n v iː ɐ h aː b ə n a l ə s d a ʁ a n ɡ ə z ɛ t s t ʊ m d eː ɐ ɡ l o b ɑ l i z iː ɐ ʊ ŋ ɛ ɪ n m ɛ n s ç l ɪ ç ɐ ə s ɡ ə z ɪ ç t t s uː ɡ eː b ə n,v iː ɾ v ɔ l ə n d iː ts aɪ t n ʊ ts ə n n ʊ m a n ʃ l iː s ə n t d eː n m ɛ n ʃ ə n d aʊ t l ɪ ç ts ʊ m a x ə n v iː ɾ h h ɑː b ə n a l ə s d a r a n ɡ ə z ɛ ts t ʊ m d ɛ ɾ ɡ l oː b a l iː z iː ʊ ŋ k aɪ n m ɛ n ʃ l ɪ ç ə r ə s ɡ ə z ɪ ç t ts uː ɡ eː b ə n,
16790,4aeeae88-0777-2c8c-5c93-2e844a462e49---69123d916a4104231b51069f08acedb7,TV-2021.02-Neutral,neutral,Sie stecken wahnsinnig viel Energie in das Projekt.,16000,3.140625,2019-12,bad_usbHeadset,german,,/Volumes/SSanDisk/SpeechRec-German/data_wav/TV-2021.02-Neutral/4aeeae88-0777-2c8c-5c93-2e844a462e49---69123d916a4104231b51069f08acedb7.wav,Sie stecken wahnsinnig viel Energie in das Projekt.,,/Volumes/SSanDisk/audio_data/data_wav/TV-2021.02-Neutral/4aeeae88-0777-2c8c-5c93-2e844a462e49---69123d916a4104231b51069f08acedb7.wav,True,True,"['z', 'iː', 'ʃ', 't', 'ɛ', 'k', 'ə', 'n', 'v', 'aː', 'n', 'z', 'ɪ', 'n', 'ɪ', 'ç', 'f', 'iː', 'l', 'eː', 'n', 'ɛ', 'ʁ', 'ɡ', 'iː', 'ɪ', 'n', 'd', 'a', 's', 'p', 'ɾ', 'oː', 'j', 'ɛ', 'k', 't']","['z', 'iː', 'ʃ', 't', 'ɛ', 'k', 't', 'ə', 'n', 'v', 'aː', 'n', 'z', 'ɪ', 'n', 'ɪ', 'ɡ', 'f', 'iː', 'l', 'ɛ', 'n', 'ɛ', 'ɾ', 'ɡ', 'iː', 'ɪ', 'n', 'd', 'a', 's', 'p', 'ɾ', 'o', 'j', 'ɛ', 'k', 't']",z iː ʃ t ɛ k ə n v aː n z ɪ n ɪ ç f iː l eː n ɛ ʁ ɡ iː ɪ n d a s p ɾ oː j ɛ k t,z iː ʃ t ɛ k t ə n v aː n z ɪ n ɪ ɡ f iː l ɛ n ɛ ɾ ɡ iː ɪ n d a s p ɾ o j ɛ k t,
19133,4aeeae88-0777-2c8c-5c93-2e844a462e49---86a5f4abe116b3b31980ed00b6302493,TV-2021.02-Neutral,neutral,Als Folge der Urbanisierung mangelt es an bezahlbarem Wohnraum in Großstädten.,16000,6.55859375,2019-10,bad_usbHeadset,german,,/Volumes/SSanDisk/SpeechRec-German/data_wav/TV-2021.02-Neutral/4aeeae88-0777-2c8c-5c93-2e844a462e49---86a5f4abe116b3b31980ed00b6302493.wav,Als Folge der Urbanisierung mangelt es an bezahlbarem Wohnraum in Großstädten.,,/Volumes/SSanDisk/audio_data/data_wav/TV-2021.02-Neutral/4aeeae88-0777-2c8c-5c93-2e844a462e49---86a5f4abe116b3b31980ed00b6302493.wav,False,True,"['a', 'l', 's', 'f', 'ɔ', 'l', 'ɡ', 'ə', 'd', 'eː', 'ɐ', 'ʊ', 'ʁ', 'b', 'a', 'n', 'ɪ', 'z', 'iː', 'ʁ', 'ʊ', 'ŋ', 'm', 'a', 'ŋ', 'ɛ', 'l', 't', 'eː', 's', 'a', 'n', 'b', 'ə', 't', 's', 'ɑ', 'l', 'b', 'a', 'ɽ', 'ə', 'm', 'v', 'o', 'n', 'ɾ', 'a', 'o', 'm', 'ɪ', 'n', 'ɡ', 'ɾ', 'oː', 's', 'ʃ', 't', 'ɛ', 't', 'ə', 'n']","['a', 'l', 's', 'f', 'ɔ', 'l', 'ɡ', 'ə', 'd', 'ɛ', 'ɾ', 'uː', 'ɾ', 'b', 'a', 'n', 'iː', 'z', 'iː', 'r', 'ʊ', 'ŋ', 'm', 'a', 'ŋ', 'ə', 'l', 't', 'ɛ', 's', 'a', 'n', 'b', 'ə', 'ts', 'ɑː', 'l', 'b', 'ɑː', 'r', 'ə', 'm', 'v', 'oː', 'n', 'r', 'aʊ', 'm', 'ɪ', 'n', 'ɡ', 'ɾ', 'oː', 's', 'ʃ', 't', 'ɛ', 't', 'ə', 'n']",a l s f ɔ l ɡ ə d eː ɐ ʊ ʁ b a n ɪ z iː ʁ ʊ ŋ m a ŋ ɛ l t eː s a n b ə t s ɑ l b a ɽ ə m v o n ɾ a o m ɪ n ɡ ɾ oː s ʃ t ɛ t ə n,a l s f ɔ l ɡ ə d ɛ ɾ uː ɾ b a n iː z iː r ʊ ŋ m a ŋ ə l t ɛ s a n b ə ts ɑː l b ɑː r ə m v oː n r aʊ m ɪ n ɡ ɾ oː s ʃ t ɛ t ə n,
10583,4aeeae88-0777-2c8c-5c93-2e844a462e49---85c7c37fe57cb286a9274441ccfbe4a8,TV-2021.02-Neutral,neutral,Ich möchte jetzt endlich losfahren!,16000,2.26953125,2020-02,good_rodePodcaster,german,,/Volumes/SSanDisk/SpeechRec-German/data_wav/TV-2021.02-Neutral/4aeeae88-0777-2c8c-5c93-2e844a462e49---85c7c37fe57cb286a9274441ccfbe4a8.wav,Ich möchte jetzt endlich losfahren!,,/Volumes/SSanDisk/audio_data/data_wav/TV-2021.02-Neutral/4aeeae88-0777-2c8c-5c93-2e844a462e49---85c7c37fe57cb286a9274441ccfbe4a8.wav,False,True,"['ɪ', 'ç', 'm', 'œ', 'ç', '.', 'tʰ', 'ə', 'j', 'ɛ', 't', 's', 't', 'ɛ', 'n', 't', 'l', 'ɪ', 'ç', 'l', 'oː', 's', 'f', 'ɑ', 'ɾ', 'ə', 'n']","['ɪ', 'ç', 'm', 'ɛ', 'ç', 't', 'ə', 'j', 'ɛ', 's', 't', 'ɛ', 'n', 't', 'l', 'ɪ', 'ç', 'l', 'uː', 's', 'f', 'a', 'r', 'ə', 'n']",ɪ ç m œ ç . tʰ ə j ɛ t s t ɛ n t l ɪ ç l oː s f ɑ ɾ ə n,ɪ ç m ɛ ç t ə j ɛ s t ɛ n t l ɪ ç l uː s f a r ə n,
12411,4aeeae88-0777-2c8c-5c93-2e844a462e49---4b6302f741d48d763852f2e4ffccaab9,TV-2021.02-Neutral,neutral,In den Wartezimmer-Zeitschriften steht nur Belangloses.,16000,3.7109375,2019-11,bad_usbHeadset,german,,/Volumes/SSanDisk/SpeechRec-German/data_wav/TV-2021.02-Neutral/4aeeae88-0777-2c8c-5c93-2e844a462e49---4b6302f741d48d763852f2e4ffccaab9.wav,In den Wartezimmer-Zeitschriften steht nur Belangloses.,,/Volumes/SSanDisk/audio_data/data_wav/TV-2021.02-Neutral/4aeeae88-0777-2c8c-5c93-2e844a462e49---4b6302f741d48d763852f2e4ffccaab9.wav,False,True,"['ɪ', 'n', 'd', 'eː', 'n', 'v', 'a', 'ɾ', 't', 'e', 't', 's', 'ɪ', 'm', 'm', 'ɐ', 't', 's', 'a', 'e', 'tʃ', 'ɾ', 'ɪ', 'f', 't', 'ə', 'n', 'ʃ', 't', 'e', 't', 'n', 'uː', 'ɐ', 'b', 'ə', 'l', 'a', 'ŋ', 'l', 'oː', 's', 'ə', 's']","['ɪ', 'n', 'd', 'eː', 'n', 'v', 'a', 'ɾ', 't', 'ə', 'ts', 'ɪ', 'm', 'ɜ', 'ts', 'aɪ', 't', 'ʃ', 'r', 'ɪ', 'f', 't', 'ə', 'n', 'ʃ', 't', 'eː', 't', 'n', 'uː', 'ɾ', 'b', 'ə', 'l', 'a', 'ŋ', 'l', 'oː', 'z', 'ə', 's']",ɪ n d eː n v a ɾ t e t s ɪ m m ɐ t s a e tʃ ɾ ɪ f t ə n ʃ t e t n uː ɐ b ə l a ŋ l oː s ə s,ɪ n d eː n v a ɾ t ə ts ɪ m ɜ ts aɪ t ʃ r ɪ f t ə n ʃ t eː t n uː ɾ b ə l a ŋ l oː z ə s,
7615,4aeeae88-0777-2c8c-5c93-2e844a462e49---4f632fae2acffd7684609e7d3d820eb7,TV-2021.02-Neutral,neutral,Die beiden werden bestimmt schwer.,16000,1.98046875,2020-02,good_rodePodcaster,german,,/Volumes/SSanDisk/SpeechRec-German/data_wav/TV-2021.02-Neutral/4aeeae88-0777-2c8c-5c93-2e844a462e49---4f632fae2acffd7684609e7d3d820eb7.wav,Die beiden werden bestimmt schwer.,,/Volumes/SSanDisk/audio_data/data_wav/TV-2021.02-Neutral/4aeeae88-0777-2c8c-5c93-2e844a462e49---4f632fae2acffd7684609e7d3d820eb7.wav,False,True,"['d', 'iː', 'b', 'ə', 'iː', 'd', 'ə', 'n', 'v', 'eː', 'ɐ', 'd', 'n̩', 'b', 'ə', 'ʃ', 't', 'ɪ', 'm', 'm', 't', 'ʃ', 'v', 'eː', 'ɐ']","['iː', 'b', 'aɪ', 'd', 'ə', 'n', 'v', 'ɛ', 'ɾ', 'd', 'ə', 'n', 'b', 'ə', 'ʃ', 't', 'ɪ', 'm', 't', 'ʃ', 'v', 'eː', 'ɾ']",d iː b ə iː d ə n v eː ɐ d n̩ b ə ʃ t ɪ m m t ʃ v eː ɐ,iː b aɪ d ə n v ɛ ɾ d ə n b ə ʃ t ɪ m t ʃ v eː ɾ,
9669,4aeeae88-0777-2c8c-5c93-2e844a462e49---8bc3fcf946d572f3e129d96227f4c940,TV-2021.02-Neutral,neutral,Am Mittwochabend gibt er eine Autogrammstunde im Gemeindehaus.,16000,4.890625,2019-10,bad_usbHeadset,german,,/Volumes/SSanDisk/SpeechRec-German/data_wav/TV-2021.02-Neutral/4aeeae88-0777-2c8c-5c93-2e844a462e49---8bc3fcf946d572f3e129d96227f4c940.wav,Am Mittwochabend gibt er eine Autogrammstunde im Gemeindehaus.,,/Volumes/SSanDisk/audio_data/data_wav/TV-2021.02-Neutral/4aeeae88-0777-2c8c-5c93-2e844a462e49---8bc3fcf946d572f3e129d96227f4c940.wav,False,True,"['a', 'm', 'm', 'ɪ', 't', 'v', 'ɔ', 'x', 'aː', 'b', 'n̩', 't', 'ɡ', 'iː', 'p', 't', 'eː', 'ɐ', 'aɪ', 'n', 'ə', 'a', 'o', 't', 'ɔ', 'ɡ', 'ɾ', 'a', 'm', 'm', 's', 't', 'ʊ', 'n', 'd', 'ə', 'ɪ', 'm', 'ɡ', 'ə', 'm', 'a', 'e', 'n', 'd', 'e', 'a', 'o', 's']","['a', 'm', 'm', 'ɪ', 't', 'v', 'ɔ', 'x', 'ɑː', 'b', 'ə', 'n', 't', 'ɡ', 'iː', 'p', 't', 'ɛ', 'ɾ', 'aɪ', 'n', 'ə', 'aʊ', 't', 'oː', 'ɡ', 'r', 'a', 'm', 'ʃ', 't', 'ʊ', 'n', 'd', 'ə', 'ɪ', 'm', 'ɡ', 'ə', 'm', 'aɪ', 'n', 'd', 'ə', 'h', 'aʊ', 's']",a m m ɪ t v ɔ x aː b n̩ t ɡ iː p t eː ɐ aɪ n ə a o t ɔ ɡ ɾ a m m s t ʊ n d ə ɪ m ɡ ə m a e n d e a o s,a m m ɪ t v ɔ x ɑː b ə n t ɡ iː p t ɛ ɾ aɪ n ə aʊ t oː ɡ r a m ʃ t ʊ n d ə ɪ m ɡ ə m aɪ n d ə h aʊ s,
17828,4aeeae88-0777-2c8c-5c93-2e844a462e49---b2fd1e1a2fc290d213052910773d9e9c,TV-2021.02-Neutral,neutral,Der Altar steht immer im Osten der Kirche.,16000,3.26953125,2020-02,good_rodePodcaster,german,,/Volumes/SSanDisk/SpeechRec-German/data_wav/TV-2021.02-Neutral/4aeeae88-0777-2c8c-5c93-2e844a462e49---b2fd1e1a2fc290d213052910773d9e9c.wav,Der Altar steht immer im Osten der Kirche.,,/Volumes/SSanDisk/audio_data/data_wav/TV-2021.02-Neutral/4aeeae88-0777-2c8c-5c93-2e844a462e49---b2fd1e1a2fc290d213052910773d9e9c.wav,False,True,"['d', 'eː', 'ɐ', 'a', 'l', 't', 'a', 'ɽ', 'ʃ', 't', 'e', 't', 'ɪ', 'm', 'ɐ', 'ɪ', 'm', 'ɔ', 's', 't', 'ə', 'n', 'd', 'eː', 'ɐ', 'k', 'ɪ', 'ʁ', 'ç', 'ə']","['d', 'ɛ', 'ɾ', 'a', 'l', 't', 'ɑː', 'ɾ', 'ʃ', 't', 'eː', 't', 'ɪ', 'm', 'ɜ', 'ɪ', 'm', 'ɔ', 's', 't', 'ə', 'n', 'd', 'ɛ', 'ɾ', 'k', 'ɪ', 'ɾ', 'ç', 'ə']",d eː ɐ a l t a ɽ ʃ t e t ɪ m ɐ ɪ m ɔ s t ə n d eː ɐ k ɪ ʁ ç ə,d ɛ ɾ a l t ɑː ɾ ʃ t eː t ɪ m ɜ ɪ m ɔ s t ə n d ɛ ɾ k ɪ ɾ ç ə,
3924,4aeeae88-0777-2c8c-5c93-2e844a462e49---322c7dbd0e1538b53194b00198af4072,TV-2021.02-Neutral,neutral,"Bevor Sie mich auf die Bühne schicken, müssen Sie mich wenigstens kurz briefen.",16000,4.76171875,2020-02,good_rodePodcaster,german,,/Volumes/SSanDisk/SpeechRec-German/data_wav/TV-2021.02-Neutral/4aeeae88-0777-2c8c-5c93-2e844a462e49---322c7dbd0e1538b53194b00198af4072.wav,"Bevor Sie mich auf die Bühne schicken, müssen Sie mich wenigstens kurz briefen.",,/Volumes/SSanDisk/audio_data/data_wav/TV-2021.02-Neutral/4aeeae88-0777-2c8c-5c93-2e844a462e49---322c7dbd0e1538b53194b00198af4072.wav,False,True,"['b', 'ə', 'f', 'oː', 'ɐ', 'z', 'iː', 'm', 'ɪ', 'ç', 'aʊ', 'f', 'd', 'iː', 'b', 'yː', 'n', 'ə', 'ʃ', 'ɪ', 'k', 'ŋ̩', 'm', 's', 'ə', 'n', 'z', 'iː', 'm', 'ɪ', 'ç', 'v', 'eː', 'n', 'ɪ', 'ɡ', 's', 't', 'ɛ', 'n', 's', 'k', 'ʊ', 'ʁ', 't', 's', 'b', 'ʁ', 'iː', 'f', 'ə', 'n']","['b', 'ɪ', 'f', 'oː', 'ɾ', 'z', 'iː', 'm', 'ɪ', 'ç', 'aʊ', 'f', 'd', 'iː', 'b', 'uː', 'n', 'ə', 'ʃ', 'ɪ', 'k', 'ə', 'n', 'm', 'y', 's', 'ə', 'n', 'z', 'iː', 'm', 'ɪ', 'ç', 'v', 'eː', 'n', 'ɪ', 'k', 's', 't', 'ə', 'n', 's', 'k', 'uː', 'ɾ', 'ts', 'b', 'ɹ', 'iː', 'f', 'ə', 'n']",b ə f oː ɐ z iː m ɪ ç aʊ f d iː b yː n ə ʃ ɪ k ŋ̩ m s ə n z iː m ɪ ç v eː n ɪ ɡ s t ɛ n s k ʊ ʁ t s b ʁ iː f ə n,b ɪ f oː ɾ z iː m ɪ ç aʊ f d iː b uː n ə ʃ ɪ k ə n m y s ə n z iː m ɪ ç v eː n ɪ k s t ə n s k uː ɾ ts b ɹ iː f ə n,
